DEPARTAMENTO,DISTRITO,LOCALIDAD,ANO,FECHA,ENFERMEDAD,ESPECIE,UTM_ZONA,UTM_HEMISFERIO,UTM_X,UTM_Y,LAT,LONG,TIPO_DE_GEORREFERENCIACION
CENTRAL,LUQUE,CANADA SAN RAFAEL,2021,2021-4-14,FIEBRE AMARILLA,SABETHES (SABETHOIDES) GLAUCODAEMON,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2021,2021-4-14,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CONCEPCION,CONCEPCION,SAN ANTONIO,2020,2020-11-30,FIEBRE AMARILLA,OCHLEROTATUS (CHRYSOCONOPS) FULVUS,21,S,,,-23.415783,-57.449614,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CONCEPCION,CONCEPCION,SAN JORGE,2020,2020-3-12,FIEBRE AMARILLA,HAEMAGOGUS (HAEMAGOGUS) CELESTE,21,S,,,-23.411901,-57.417341,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CONCEPCION,CONCEPCION,SAN JORGE,2020,2020-3-12,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-23.411901,-57.417341,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CONCEPCION,CONCEPCION,SAN JORGE,2020,2020-3-12,FIEBRE AMARILLA,OCHLEROTATUS (CHRYSOCONOPS) FULVUS,21,S,,,-23.411901,-57.417341,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CONCEPCION,CONCEPCION,SAN JORGE,2021,2021-10-14,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-23.411901,-57.417341,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,ITA,,2010,,FIEBRE AMARILLA,OCHLEROTATUS (CHRYSOCONOPS) FULVUS,21,S,,,-25.529731,-57.374396,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE DISTRITO
CORDILLERA,SAN BERNARDINO,CRISTOBAL COLON,2009,,FIEBRE AMARILLA,OCHLEROTATUS (CHRYSOCONOPS) FULVUS,21,S,,,-25.291156,-57.321938,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CORDILLERA,SAN BERNARDINO,CRISTOBAL COLON,2009,,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-25.291156,-57.321938,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CORDILLERA,SAN BERNARDINO,,2009,,FIEBRE AMARILLA,OCHLEROTATUS (CHRYSOCONOPS) FULVUS,21,S,,,-25.29313,-57.29329,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE DISTRITO
SAN PEDRO,PUERTO ANTEQUERA,ANTEQUERA,2023,2023-12-21,FIEBRE AMARILLA,HAEMAGOGUS (HAEMAGOGUS) CELESTE,21,S,,,-24.095924,-57.20726,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
SAN PEDRO,PUERTO ANTEQUERA,SANTO DOMINGO,2019,2019-10-14,FIEBRE AMARILLA,OCHLEROTATUS (OCHLEROTATUS) SCAPULARIS,21,S,,,-24.090193,-57.205866,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
SAN PEDRO,PUERTO ANTEQUERA,SANTO DOMINGO,2019,2019-10-15,FIEBRE AMARILLA,OCHLEROTATUS (OCHLEROTATUS) SCAPULARIS,21,S,,,-24.090193,-57.205866,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
SAN PEDRO,PUERTO ANTEQUERA,SANTO DOMINGO,2019,2019-10-15,FIEBRE AMARILLA,OCHLEROTATUS (OCHLEROTATUS) SCAPULARIS,21,S,,,-24.090193,-57.205866,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
SAN PEDRO,PUERTO ANTEQUERA,FATIMA,2019,2019-4-11,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-24.08034,-57.201587,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
SAN PEDRO,PUERTO ANTEQUERA,FATIMA,2019,2019-10-17,FIEBRE AMARILLA,OCHLEROTATUS (OCHLEROTATUS) SCAPULARIS,21,S,,,-24.08034,-57.201587,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
